Sea basin,Sea/waters,Beach/location,Country,Start_lat,Start_long,Litter source,% of total litter,Class,Reference
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.60893332,13.10188333,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.6399833,13.48533335,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.12741667,12.35200001,Aquaculture,5.81,Class 2,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.14058334,12.5359333,Aquaculture,9.09,Class 2,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.26408334,12.89998334,Aquaculture,12.50,Class 3,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.81301664,12.46523333,Aquaculture,46.51,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.99841665,12.94695002,Aquaculture,10.53,Class 3,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.13513333,13.24568334,Aquaculture,20.69,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.82201665,12.52748334,Aquaculture,38.55,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.63186665,12.77995001,Aquaculture,32.14,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.74434999,13.09,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.28374999,12.38458335,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.33643335,12.56281668,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.40603333,12.84116669,Aquaculture,7.41,Class 2,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.46741667,13.16368333,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.12346667,12.78005002,Aquaculture,47.37,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.40874999,13.64533335,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.31966667,14.06468333,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.93893331,12.99556669,Aquaculture,47.37,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.99351667,13.0594,Aquaculture,34.62,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.07038333,13.31185001,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.81293335,13.17049999,Aquaculture,38.89,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.82345002,13.36216666,Aquaculture,33.34,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.70703335,13.62495003,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.96346664,13.9890667,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.59475002,13.59096667,Aquaculture,21.95,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.02201667,14.53038333,Aquaculture,3.57,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.40281668,13.70524998,Aquaculture,21.05,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.40191666,13.86853333,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.40801668,14.23113333,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.71535002,13.67833335,Aquaculture,12.50,Class 3,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.08353333,13.95758336,Aquaculture,10.81,Class 3,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.37283335,14.13176667,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.39716667,12.40928332,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.46201668,12.68449999,Aquaculture,5.88,Class 2,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.90656668,12.59683336,Aquaculture,35.62,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.59379997,12.54724998,Aquaculture,20.00,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.06553333,12.61218332,Aquaculture,3.06,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.55405,13.78803336,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.03026667,14.01873333,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.34051666,13.09988333,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.56823336,13.55335,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.26166666,12.97905,Aquaculture,25.00,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.37586667,12.43466667,Aquaculture,3.08,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.32655001,12.93236669,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.06348333,12.75625,Aquaculture,7.84,Class 2,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.05726667,13.24543333,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.7127833,12.75600001,Aquaculture,33.34,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.67948335,13.48516668,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.48505001,12.63923333,Aquaculture,31.04,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.43938335,12.71219997,Aquaculture,16.67,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.21466667,12.59876664,Aquaculture,84.62,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.16461666,12.50221666,Aquaculture,21.74,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.07011666,12.76011664,Aquaculture,7.14,Class 2,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.57766666,13.68671665,Aquaculture,16.67,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.38276666,14.00331667,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,42.88158334,13.99858335,Aquaculture,5.56,Class 2,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,42.64514999,14.26401666,Aquaculture,3.85,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,42.56273333,14.2474,Aquaculture,5.26,Class 2,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,42.25346667,14.58826669,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,42.23940001,15.02485,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,42.08586667,14.90614999,Aquaculture,21.05,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,41.95101668,15.10018334,Aquaculture,22.45,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,42.0354,15.51011667,Aquaculture,7.27,Class 2,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,41.99378332,15.72538331,Aquaculture,27.27,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.57166665,13.53978335,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.33746665,13.43728333,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.1252,13.51655,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.93305003,13.49973332,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.71193333,13.79643332,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.90259997,13.69388332,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.84025002,14.17476667,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.80311667,14.23723334,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.41148332,12.52258333,Aquaculture,17.65,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.61031666,13.11081667,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.64113331,13.48353332,Aquaculture,14.29,Class 3,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.08211667,12.40436665,Aquaculture,9.52,Class 2,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.1426,12.52814999,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.26405001,12.89616667,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.80821667,12.45743332,Aquaculture,47.06,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.99354998,12.94231669,Aquaculture,18.18,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.14445,13.24158333,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.8515,12.55456664,Aquaculture,22.22,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.59663334,12.69975001,Aquaculture,42.86,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.74848334,13.08973333,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.26899999,12.39418332,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.31823333,12.57605,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.36651665,12.86118336,Aquaculture,12.50,Class 3,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.47405001,13.16398333,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.16501667,12.73991667,Aquaculture,23.81,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.41093334,13.64551665,Aquaculture,6.67,Class 2,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.32795,14.0495,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.93833332,12.9940333,Aquaculture,45.45,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.94688333,13.08555,Aquaculture,16.67,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.0591,13.31793334,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.78079999,13.21306667,Aquaculture,31.25,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.7762167,13.39651667,Aquaculture,7.69,Class 2,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.70658334,13.61841666,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.98103333,14.01741667,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.59880002,13.58345,Aquaculture,16.67,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.02001667,14.53281666,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.37818333,13.71551666,Aquaculture,50.00,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.36489998,13.89201667,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.47084999,14.18921666,Aquaculture,10.00,Class 2,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.7300333,13.68921668,Aquaculture,16.67,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.10003333,13.93983332,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.36483332,14.13656667,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.40403334,12.41611665,Aquaculture,9.52,Class 2,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.45555,12.68266665,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.90921669,12.58741665,Aquaculture,29.63,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.55193335,12.54239998,Aquaculture,33.33,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.04488333,12.64233335,Aquaculture,90.91,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.54553331,13.78983332,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.02956667,14.02428333,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.34174999,13.0931,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.57973334,13.54860001,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.2107,12.98703334,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.38910001,12.48368333,Aquaculture,5.17,Class 2,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.3415,12.87086665,Aquaculture,10.00,Class 2,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.06475,12.74185003,Aquaculture,21.43,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.06825,13.24646667,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.68566666,12.77765001,Aquaculture,53.85,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.6882,13.48261668,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.44126666,12.68425001,Aquaculture,16.67,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.46758334,12.82858334,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.22026666,12.59363333,Aquaculture,40.00,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.1258,12.53421669,Aquaculture,25.00,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,44.10816666,12.76323331,Aquaculture,50.00,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.57223333,13.69385001,Aquaculture,33.33,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,43.37166665,13.99598331,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,42.87975,13.9800333,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,42.64348335,14.25918333,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,42.56016668,14.24931666,Aquaculture,5.56,Class 2,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,42.25531667,14.59121666,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,42.27383334,14.96586666,Aquaculture,12.50,Class 3,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,42.08155,14.91681665,Aquaculture,5.88,Class 2,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,41.9699667,15.09651666,Aquaculture,20.69,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,,,42.03808333,15.50036666,Aquaculture,2.44,Class 1,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,41.99580002,15.73141664,Aquaculture,55.56,Class 4,Strafella et al 2015
Mediterranean Sea,Northern and Central Adriatic Sea,Adriatic seabed,,45.56991666,13.53844999,Aquaculture,0.00,Class 1,Strafella et al 2015
Mediterranean Sea,Northern Adriatic Sea ,Adriatic seabed,,45.42655,12.512283,Aquaculture,0.02,Class 1,GHOST project
Mediterranean Sea,Northern Adriatic Sea ,Adriatic seabed,,45.41465,12.510617,Aquaculture,0.02,Class 1,GHOST project
Mediterranean Sea,Northern Adriatic Sea ,Adriatic seabed,,45.413267,12.490917,Aquaculture,0.02,Class 1,GHOST project
Mediterranean Sea,Northern Adriatic Sea ,Adriatic seabed,,45.376,12.370083,Aquaculture,0.02,Class 1,GHOST project
